rank,title,director,actors,genres,url
1,Star Wars,George Lucas,Mark Hamill; Harrison Ford; Carrie Fisher,"Adventure, Science Fiction, Action",https://letterboxd.com/film/star-wars/
2,Eraserhead,David Lynch,Jack Nance; Charlotte Stewart; Allen Joseph,"Science Fiction, Horror",https://letterboxd.com/film/eraserhead/
3,Suspiria,Dario Argento,Jessica Harper; Stefania Casini; Flavio Bucci,Horror,https://letterboxd.com/film/suspiria/
4,House,Nobuhiko Obayashi,Kimiko Ikegami; Kumiko Ohba; Ai Matsubara,"Horror, Comedy, Fantasy",https://letterboxd.com/film/house/
5,Close Encounters of the Third Kind,Steven Spielberg,Richard Dreyfuss; François Truffaut; Teri Garr,"Science Fiction, Drama",https://letterboxd.com/film/close-encounters-of-the-third-kind/
6,Sorcerer,William Friedkin,Roy Scheider; Bruno Cremer; Francisco Rabal,"Drama, Thriller, Adventure",https://letterboxd.com/film/sorcerer/
7,Annie Hall,Woody Allen,Woody Allen; Diane Keaton; Tony Roberts,"Drama, Romance, Comedy",https://letterboxd.com/film/annie-hall/
8,Saturday Night Fever,John Badham,John Travolta; Karen Lynn Gorney; Barry Miller,Drama,https://letterboxd.com/film/saturday-night-fever/
9,The Spy Who Loved Me,Lewis Gilbert,Roger Moore; Barbara Bach; Curd Jürgens,"Thriller, Action, Adventure",https://letterboxd.com/film/the-spy-who-loved-me/
10,Smokey and the Bandit,Hal Needham,Burt Reynolds; Sally Field; Jerry Reed,"Adventure, Action, Comedy",https://letterboxd.com/film/smokey-and-the-bandit/
11,3 Women,Robert Altman,Shelley Duvall; Sissy Spacek; Janice Rule,Drama,https://letterboxd.com/film/3-women/
12,Opening Night,John Cassavetes,Gena Rowlands; John Cassavetes; Ben Gazzara,Drama,https://letterboxd.com/film/opening-night/
13,The Ascent,Larisa Shepitko,Boris Plotnikov; Vladimir Gostyukhin; Anatoliy Solonitsyn,"Drama, War",https://letterboxd.com/film/the-ascent/
14,The Last Wave,Peter Weir,Richard Chamberlain; Olivia Hamnett; David Gulpilil,"Drama, Fantasy, Mystery",https://letterboxd.com/film/the-last-wave/
15,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens",Bob Newhart; Eva Gabor; Geraldine Page,"Family, Adventure, Animation, Fantasy",https://letterboxd.com/film/the-rescuers/
16,The Hobbit,"Jules Bass, Arthur Rankin, Jr.",Orson Bean; John Huston; Hans Conried,"Fantasy, Family, Animation, TV Movie, Adventure",https://letterboxd.com/film/the-hobbit/
17,Slap Shot,George Roy Hill,Paul Newman; Strother Martin; Michael Ontkean,"Comedy, Drama",https://letterboxd.com/film/slap-shot/
18,A Special Day,Ettore Scola,Sophia Loren; Marcello Mastroianni; John Vernon,"Drama, Romance",https://letterboxd.com/film/a-special-day/
19,Untitled 77-A,Han Okhi,Kim Yong-sik; Kwak Myoung-ok; Son Sung-Kwon,Drama,https://letterboxd.com/film/untitled-77-a/
20,"One Sings, the Other Doesn't",Agnès Varda,Thérèse Liotard; Valérie Mairesse; Robert Dadiès,"Music, Drama",https://letterboxd.com/film/one-sings-the-other-doesnt/
21,The Hills Have Eyes,Wes Craven,Susan Lanier; Robert Houston; Martin Speer,Horror,https://letterboxd.com/film/the-hills-have-eyes/
22,The Many Adventures of Winnie the Pooh,"John Lounsbery, Wolfgang Reitherman",Sterling Holloway; John Fiedler; Junius Matthews,"Adventure, Animation, Family",https://letterboxd.com/film/the-many-adventures-of-winnie-the-pooh/
23,The American Friend,Wim Wenders,Dennis Hopper; Bruno Ganz; Lisa Kreuzer,"Crime, Drama, Thriller",https://letterboxd.com/film/the-american-friend/
24,Alucarda,Juan López Moctezuma,Tina Romero; Susana Kamini; Claudio Brook,Horror,https://letterboxd.com/film/alucarda/
25,"The Devil, Probably",Robert Bresson,Antoine Monnier; Tina Irissari; Henri de Maublanc,Drama,https://letterboxd.com/film/the-devil-probably/
26,Wizards,Ralph Bakshi,Bob Holt; Jesse Welles; Richard Romanus,"Fantasy, Animation, Science Fiction",https://letterboxd.com/film/wizards/
