rank,title,director,actors,genres,url
1,American Psycho,Mary Harron,Christian Bale; Justin Theroux; Josh Lucas,"Crime, Drama, Thriller, Horror",https://letterboxd.com/film/american-psycho/
2,Scary Movie,Keenen Ivory Wayans,Anna Faris; Regina Hall; Marlon Wayans,Comedy,https://letterboxd.com/film/scary-movie-2000/
3,Memento,Christopher Nolan,Guy Pearce; Carrie-Anne Moss; Joe Pantoliano,"Thriller, Mystery",https://letterboxd.com/film/memento/
4,In the Mood for Love,Wong Kar-Wai,Maggie Cheung; Tony Leung Chiu-wai; Siu Ping-Lam,"Romance, Drama",https://letterboxd.com/film/in-the-mood-for-love/
5,Requiem for a Dream,Darren Aronofsky,Ellen Burstyn; Jared Leto; Jennifer Connelly,"Drama, Crime",https://letterboxd.com/film/requiem-for-a-dream/
6,Gladiator,Ridley Scott,Russell Crowe; Joaquin Phoenix; Connie Nielsen,"Action, Adventure, Drama",https://letterboxd.com/film/gladiator-2000/
7,Almost Famous,Cameron Crowe,Billy Crudup; Frances McDormand; Kate Hudson,"Drama, Music",https://letterboxd.com/film/almost-famous/
8,Scream 3,Wes Craven,Neve Campbell; David Arquette; Courteney Cox,"Horror, Mystery",https://letterboxd.com/film/scream-3/
9,Snatch,Guy Ritchie,Jason Statham; Alan Ford; Stephen Graham,"Comedy, Crime",https://letterboxd.com/film/snatch/
10,Best in Show,Christopher Guest,Bob Balaban; Jennifer Coolidge; Christopher Guest,Comedy,https://letterboxd.com/film/best-in-show/
11,Final Destination,James Wong,Devon Sawa; Ali Larter; Kerr Smith,Horror,https://letterboxd.com/film/final-destination/
12,Erin Brockovich,Steven Soderbergh,Julia Roberts; Albert Finney; Aaron Eckhart,Drama,https://letterboxd.com/film/erin-brockovich/
13,X-Men,Bryan Singer,Hugh Jackman; Patrick Stewart; Ian McKellen,"Science Fiction, Action, Adventure",https://letterboxd.com/film/x-men/
14,The Emperor's New Groove,Mark Dindal,David Spade; John Goodman; Eartha Kitt,"Comedy, Adventure, Animation, Family, Fantasy",https://letterboxd.com/film/the-emperors-new-groove/
15,"O Brother, Where Art Thou?",Joel Coen,George Clooney; John Turturro; Tim Blake Nelson,"Comedy, Adventure, Crime",https://letterboxd.com/film/o-brother-where-art-thou/
16,Miss Congeniality,Donald Petrie,Sandra Bullock; Benjamin Bratt; Heather Burns,"Crime, Comedy, Action",https://letterboxd.com/film/miss-congeniality/
17,Cast Away,Robert Zemeckis,Tom Hanks; Helen Hunt; Chris Noth,"Drama, Adventure",https://letterboxd.com/film/cast-away/
18,Battle Royale,Kinji Fukasaku,Tatsuya Fujiwara; Aki Maeda; Takeshi Kitano,"Action, Thriller, Drama",https://letterboxd.com/film/battle-royale/
19,Billy Elliot,Stephen Daldry,Jamie Bell; Gary Lewis; Julie Walters,"Drama, Music, Comedy",https://letterboxd.com/film/billy-elliot/
